Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,consumption
2017-01-01 18:00:00,14.385,63.605000000000004,0.079,12.497,12.655,24459.574464999998
2017-01-01 18:15:00,14.09,64.87,0.078,2.818,2.763,24000.0
2017-01-01 18:30:00,13.84,66.425,0.076,0.47750000000000004,0.5435,24326.443769999998
2017-01-01 18:45:00,13.54,66.71,0.076,0.062,0.089,24598.17629
2017-01-01 19:00:00,12.285,69.275,0.0775,0.0605,0.0905,24603.647415
2017-01-01 19:15:00,11.75,70.7,0.079,0.055,0.126,24671.12462
2017-01-01 19:30:00,11.555,70.65,0.0775,0.07,0.1,24760.48632
2017-01-01 19:45:00,11.43,70.7,0.076,0.048,0.093,24755.0152
2017-01-01 20:00:00,11.555,71.15,0.077,0.08199999999999999,0.0945,25028.57143
2017-01-01 20:15:00,12.05,69.82,0.077,0.048,0.108,25437.08207
2017-01-01 20:30:00,11.739999999999998,70.59,0.077,0.0455,0.106,25652.279635
2017-01-01 20:45:00,11.5,72.0,0.078,0.07,0.078,25637.68997
2017-01-01 21:00:00,11.36,72.1,0.075,0.051,0.0945,25353.19149
2017-01-01 21:15:00,11.49,73.1,0.077,0.044,0.085,24900.91185
2017-01-01 21:30:00,12.04,69.44,0.0755,0.0695,0.091,24641.94529
2017-01-01 21:45:00,12.2,68.78,0.074,0.066,0.122,24127.65957
2017-01-01 22:00:00,13.149999999999999,64.64,0.074,0.0605,0.11699999999999999,23936.170215
2017-01-01 22:15:00,13.18,63.97,0.075,0.081,0.093,23306.99088
2017-01-01 22:30:00,12.515,67.405,0.073,0.064,0.128,22732.522795
2017-01-01 22:45:00,12.24,69.18,0.077,0.059,0.119,21760.48632
2017-01-01 23:00:00,12.09,70.32,0.075,0.0605,0.08,21010.94225
2017-01-01 23:15:00,11.99,70.8,0.075,0.055,0.134,20337.99392
2017-01-01 23:30:00,11.344999999999999,74.75,0.0745,0.07700000000000001,0.091,19655.927055
2017-01-01 23:45:00,11.41,74.1,0.076,0.077,0.122,18962.91793
2017-01-02 0:00:00,10.875,76.55,0.077,0.0585,0.1355,17777.507595000003
2017-01-02 0:15:00,10.47,78.2,0.078,0.088,0.13,17120.97264
2017-01-02 0:30:00,10.47,79.25,0.0775,0.064,0.14300000000000002,16619.452885
2017-01-02 0:45:00,10.84,78.4,0.073,0.062,0.156,16132.5228
2017-01-02 1:00:00,11.03,78.0,0.0735,0.0695,0.1265,15512.462005000001
2017-01-02 1:15:00,11.02,77.5,0.081,0.062,0.178,15136.77812
2017-01-02 1:30:00,10.36,79.35,0.077,0.077,0.1355,14525.835869999999
2017-01-02 1:45:00,10.42,81.3,0.075,0.073,0.13,14250.45593
2017-01-02 2:00:00,11.015,78.65,0.0765,0.066,0.14450000000000002,14175.68389
2017-01-02 2:15:00,11.1,75.6,0.077,0.077,0.156,13823.70821
2017-01-02 2:30:00,11.175,75.1,0.079,0.066,0.14650000000000002,13696.048635
2017-01-02 2:45:00,10.71,77.4,0.079,0.07,0.148,13448.02432
2017-01-02 3:00:00,10.64,78.15,0.077,0.058499999999999996,0.14800000000000002,13502.735560000001
2017-01-02 3:15:00,10.59,79.5,0.078,0.084,0.145,13517.32523
2017-01-02 3:30:00,10.6,79.6,0.0775,0.0625,0.1505,13460.790275
2017-01-02 3:45:00,10.34,80.6,0.078,0.088,0.119,13353.19149
2017-01-02 4:00:00,10.295,82.0,0.0765,0.068,0.14250000000000002,13154.407295
2017-01-02 4:15:00,10.41,81.4,0.078,0.095,0.134,13196.35258
2017-01-02 4:30:00,10.275,81.7,0.0745,0.08049999999999999,0.1205,13283.890575000001
2017-01-02 4:45:00,9.97,82.8,0.077,0.066,0.178,13418.84498
2017-01-02 5:00:00,10.004999999999999,83.4,0.079,0.051,0.139,13564.74164
2017-01-02 5:15:00,9.74,82.8,0.081,0.106,0.126,13736.17021
2017-01-02 5:30:00,9.535,83.80000000000001,0.075,0.07350000000000001,0.178,13945.89666
2017-01-02 5:45:00,9.56,84.1,0.073,0.077,0.134,14706.38298
2017-01-02 6:00:00,9.51,84.3,0.075,0.059000000000000004,0.1395,15025.531915
2017-01-02 6:15:00,9.4,84.4,0.077,0.07,0.122,15176.8997
2017-01-02 6:30:00,9.27,84.65,0.0765,0.046,0.143,15647.41641
2017-01-02 6:45:00,09.06,85.6,0.076,0.059,0.141,15567.17325
2017-01-02 7:00:00,9.315000000000001,86.0,0.077,0.07150000000000001,0.1575,15804.25532
2017-01-02 7:15:00,9.74,85.4,0.072,0.077,0.111,15964.74164
2017-01-02 7:30:00,9.690000000000001,84.15,0.078,0.077,0.126,15590.881455
2017-01-02 7:45:00,9.51,83.7,0.082,0.081,0.137,15501.51976
2017-01-02 8:00:00,9.309999999999999,82.85,0.0835,0.4975,0.5565,15722.188450000001
2017-01-02 8:15:00,8.96,83.4,0.083,2.95,2.867,16289.3617
2017-01-02 8:30:00,8.615,84.5,0.081,9.8385,9.016,16814.589665
2017-01-02 8:45:00,8.43,85.4,0.079,39.1,19.49,17135.56231
2017-01-02 9:00:00,8.565,86.30000000000001,0.0795,78.205,26.185,17458.358665
2017-01-02 9:15:00,09.02,86.7,0.082,117.2,30.43,18102.12766
2017-01-02 9:30:00,9.825,86.95,0.079,151.95,34.22,18444.9848
2017-01-02 9:45:00,11.13,83.5,0.08,194.0,36.92,19236.47416
2017-01-02 10:00:00,11.95,79.85,0.0775,232.45,39.54,19513.67781
2017-01-02 10:15:00,12.61,74.8,0.076,270.6,40.59,19998.78419
2017-01-02 10:30:00,13.34,71.45,0.076,299.05,43.025000000000006,20079.02736
2017-01-02 10:45:00,14.0,69.22,0.077,337.2,43.39,20498.48024
2017-01-02 11:00:00,14.745000000000001,61.285,0.077,371.04999999999995,41.28,20637.082065000002
2017-01-02 11:15:00,15.08,57.23,0.076,396.6,40.66,20808.51064
2017-01-02 11:30:00,15.23,56.16,0.0755,418.20000000000005,41.535,21014.589665
2017-01-02 11:45:00,15.27,55.93,0.076,440.2,41.83,20870.51672
2017-01-02 12:00:00,15.195,56.445,0.0775,456.5,42.055,20593.31307
2017-01-02 12:15:00,15.11,57.86,0.074,469.9,43.43,19608.51064
2017-01-02 12:30:00,15.18,58.565,0.076,479.25,43.675,19655.92705
2017-01-02 12:45:00,15.15,60.87,0.075,485.1,44.53,19597.56839
2017-01-02 13:00:00,15.225000000000001,60.365,0.0765,487.35,44.260000000000005,19581.155015
2017-01-02 13:15:00,15.22,59.83,0.076,486.9,44.29,19608.51064
2017-01-02 13:30:00,15.370000000000001,58.644999999999996,0.076,482.6,43.769999999999996,19595.74468
2017-01-02 13:45:00,15.43,58.0,0.077,477.2,43.68,19469.90881
2017-01-02 14:00:00,15.575,55.879999999999995,0.075,467.15,42.69,19716.109425
2017-01-02 14:15:00,15.47,56.29,0.077,451.8,42.83,19936.77812
2017-01-02 14:30:00,15.56,56.260000000000005,0.075,434.9,42.010000000000005,19965.957445
2017-01-02 14:45:00,15.64,55.35,0.077,413.9,41.5,21669.30091
2017-01-02 15:00:00,15.585,56.394999999999996,0.077,390.25,41.545,21567.173255
2017-01-02 15:15:00,15.49,57.19,0.075,364.3,45.96,21260.79027
2017-01-02 15:30:00,15.405,57.79,0.075,335.20000000000005,68.425,21341.033434999998
2017-01-02 15:45:00,15.38,58.02,0.074,302.9,121.3,20936.17021
2017-01-02 16:00:00,15.3,59.175,0.077,270.45000000000005,211.0,20739.20973
2017-01-02 16:15:00,15.23,61.12,0.075,238.2,253.4,20611.55015
2017-01-02 16:30:00,15.215,61.675,0.075,204.4,237.7,20575.075989999998
2017-01-02 16:45:00,15.17,61.76,0.077,165.5,200.6,20607.90274
2017-01-02 17:00:00,15.195,60.935,0.076,131.25,161.6,21603.647415
2017-01-02 17:15:00,15.02,62.32,0.076,98.7,123.7,23908.81459
2017-01-02 17:30:00,14.855,61.805,0.0785,67.8,86.94999999999999,26274.164135
2017-01-02 17:45:00,14.68,62.05,0.079,22.4,25.24,27195.13678
2017-01-02 18:00:00,14.46,64.285,0.0755,8.771999999999998,8.862,27160.486324999998
2017-01-02 18:15:00,14.23,65.55,0.076,3.071,3.089,26888.7538
2017-01-02 18:30:00,14.07,66.255,0.0775,0.538,0.5675,26965.349545
2017-01-02 18:45:00,13.95,67.52,0.074,0.037,0.119,26786.62614
2017-01-02 19:00:00,13.805,69.025,0.0745,0.07350000000000001,0.0965,26810.334345
2017-01-02 19:15:00,13.55,69.9,0.076,0.029,0.104,27045.59271
2017-01-02 19:30:00,13.39,69.86,0.076,0.056499999999999995,0.093,26870.516714999998
2017-01-02 19:45:00,13.2,70.5,0.076,0.055,0.122,26739.20973
2017-01-02 20:00:00,13.485,68.505,0.075,0.055,0.08499999999999999,26706.382980000002
2017-01-02 20:15:00,13.42,68.52,0.075,0.055,0.093,26921.58055
2017-01-02 20:30:00,13.315000000000001,68.875,0.0755,0.0605,0.1005,26834.042555
2017-01-02 20:45:00,13.45,68.59,0.075,0.066,0.122,26691.79331
2017-01-02 21:00:00,13.379999999999999,66.99,0.0745,0.0495,0.07250000000000001,26440.12158
2017-01-02 21:15:00,13.15,66.42,0.078,0.055,0.093,26082.67477
2017-01-02 21:30:00,12.98,66.95500000000001,0.075,0.07,0.098,25641.337385
2017-01-02 21:45:00,12.88,67.46,0.075,0.051,0.119,25003.03951
2017-01-02 22:00:00,12.864999999999998,67.86,0.0745,0.07500000000000001,0.1135,24525.227965
2017-01-02 22:15:00,12.92,68.52,0.074,0.037,0.148,23700.91185
2017-01-02 22:30:00,12.920000000000002,68.975,0.075,0.08199999999999999,0.1075,23135.56231
2017-01-02 22:45:00,12.77,69.86,0.075,0.11,0.1,22271.12462
2017-01-02 23:00:00,12.785,70.25,0.073,0.064,0.126,21444.984805
2017-01-02 23:15:00,12.54,71.5,0.077,0.051,0.1,20593.31307
2017-01-02 23:30:00,12.21,72.85,0.077,0.0645,0.11649999999999999,19838.297875
2017-01-02 23:45:00,12.31,72.6,0.072,0.044,0.152,19079.63526
2017-01-03 0:00:00,12.120000000000001,74.0,0.074,0.0935,0.11699999999999999,18328.267475
2017-01-03 0:15:00,12.07,74.1,0.074,0.102,0.119,17595.13678
2017-01-03 0:30:00,11.465,77.25,0.0755,0.07150000000000001,0.13,16964.13374
2017-01-03 0:45:00,11.8,76.6,0.076,0.018,0.23,16037.68997
2017-01-03 1:00:00,12.31,73.05,0.076,0.062,0.1465,15663.829785
2017-01-03 1:15:00,12.42,71.4,0.077,0.059,0.159,15432.21884
2017-01-03 1:30:00,12.120000000000001,72.45,0.077,0.0675,0.154,14916.109424999999
2017-01-03 1:45:00,11.51,73.0,0.076,0.044,0.148,14710.0304
2017-01-03 2:00:00,11.309999999999999,73.69999999999999,0.079,0.075,0.14650000000000002,14347.11246
2017-01-03 2:15:00,11.33,74.5,0.073,0.044,0.13,14111.8541
2017-01-03 2:30:00,11.85,75.25,0.077,0.077,0.14100000000000001,13878.419450000001
2017-01-03 2:45:00,13.08,70.9,0.076,0.062,0.174,13889.3617
2017-01-03 3:00:00,12.559999999999999,72.5,0.077,0.0715,0.154,13825.531915
2017-01-03 3:15:00,12.2,73.8,0.072,0.084,0.178,13696.04863
2017-01-03 3:30:00,12.0,74.80000000000001,0.077,0.07350000000000001,0.1355,13582.978725
2017-01-03 3:45:00,11.92,75.2,0.077,0.059,0.182,13462.61398
2017-01-03 4:00:00,11.754999999999999,75.3,0.0835,0.07350000000000001,0.156,13568.389060000001
2017-01-03 4:15:00,11.55,76.1,0.077,0.055,0.156,13641.33739
2017-01-03 4:30:00,11.385,76.44999999999999,0.0785,0.075,0.14250000000000002,13681.458965
2017-01-03 4:45:00,10.83,78.5,0.076,0.066,0.148,13626.74772
2017-01-03 5:00:00,10.655000000000001,79.44999999999999,0.079,0.044,0.17049999999999998,13790.88146
2017-01-03 5:15:00,10.49,80.3,0.08,0.084,0.141,13885.71429
2017-01-03 5:30:00,10.955,80.8,0.077,0.075,0.1225,14042.55319
2017-01-03 5:45:00,11.36,77.9,0.077,0.062,0.174,14648.02432
2017-01-03 6:00:00,11.465,77.1,0.076,0.093,0.1405,15364.74164
2017-01-03 6:15:00,11.33,76.8,0.075,0.062,0.145,15516.10942
2017-01-03 6:30:00,11.025,77.4,0.082,0.07350000000000001,0.137,15868.085105
2017-01-03 6:45:00,10.27,80.2,0.078,0.077,0.148,16001.21581
2017-01-03 7:00:00,10.075,81.19999999999999,0.0785,0.058499999999999996,0.16899999999999998,16260.182369999999
2017-01-03 7:15:00,9.9,81.5,0.076,0.048,0.171,16639.51368
2017-01-03 7:30:00,9.469999999999999,81.55,0.08,0.07150000000000001,0.156,16156.231
2017-01-03 7:45:00,09.03,81.8,0.079,0.07,0.122,15899.08815
2017-01-03 8:00:00,8.765,82.9,0.0825,0.49,0.536,16103.343465
2017-01-03 8:15:00,8.54,83.7,0.078,2.88,2.815,16635.86626
2017-01-03 8:30:00,8.440000000000001,84.9,0.08,9.608,8.8995,17255.92705
2017-01-03 8:45:00,8.48,85.7,0.082,38.0,20.54,17595.13678
2017-01-03 9:00:00,8.455,85.4,0.0825,75.05,30.365000000000002,18251.671735
2017-01-03 9:15:00,8.8,85.0,0.084,109.4,38.03,18838.90578
2017-01-03 9:30:00,9.355,84.3,0.0815,148.3,40.58,19123.404255
2017-01-03 9:45:00,10.89,85.9,0.085,191.6,40.65,19254.71125
2017-01-03 10:00:00,12.725,80.4,0.0815,233.10000000000002,42.095,19601.215805
2017-01-03 10:15:00,13.38,74.4,0.078,269.7,43.12,20254.10334
2017-01-03 10:30:00,13.760000000000002,72.7,0.0815,306.95,43.215,20766.56535
2017-01-03 10:45:00,14.16,72.3,0.081,339.3,43.08,21089.3617
2017-01-03 11:00:00,14.645,68.16999999999999,0.081,370.75,44.465,21200.607905
2017-01-03 11:15:00,14.87,66.57,0.08,397.2,45.17,21195.13678
2017-01-03 11:30:00,15.04,64.75,0.081,420.79999999999995,44.5,21399.392095
2017-01-03 11:45:00,15.18,64.23,0.077,440.5,45.02,21479.63526
2017-01-03 12:00:00,15.235,64.015,0.074,457.65,44.875,21665.653495
2017-01-03 12:15:00,15.18,64.77,0.075,470.7,44.71,21811.55015
2017-01-03 12:30:00,15.260000000000002,64.765,0.075,481.0,44.955,21811.55015
2017-01-03 12:45:00,15.35,63.13,0.073,488.8,44.76,21848.02432
2017-01-03 13:00:00,15.41,62.915,0.0735,493.0,44.665,21671.124620000002
2017-01-03 13:15:00,15.41,62.83,0.074,491.9,44.84,21702.12766
2017-01-03 13:30:00,15.469999999999999,63.05,0.0765,488.6,44.849999999999994,21408.51064
2017-01-03 13:45:00,15.49,63.46,0.075,480.4,45.25,21417.62918
2017-01-03 14:00:00,15.525,63.730000000000004,0.074,469.35,44.62,21543.465044999997
2017-01-03 14:15:00,15.36,64.16,0.073,455.2,44.07,21483.28267
2017-01-03 14:30:00,15.379999999999999,64.145,0.074,437.4,43.21,21731.30699
2017-01-03 14:45:00,15.36,65.23,0.075,415.4,43.03,21592.70517
2017-01-03 15:00:00,15.46,64.47999999999999,0.075,393.35,44.195,21499.69605
2017-01-03 15:15:00,15.45,64.86,0.076,366.1,53.46,21392.09726
2017-01-03 15:30:00,15.39,65.11500000000001,0.0745,338.35,88.6,21441.337385
2017-01-03 15:45:00,15.3,65.83,0.075,306.7,155.7,21162.31003
2017-01-03 16:00:00,15.34,66.61500000000001,0.073,271.6,236.15,21029.179335
2017-01-03 16:15:00,15.23,67.66,0.076,234.7,257.7,21155.0152
2017-01-03 16:30:00,15.135,67.695,0.0755,196.85000000000002,229.7,21136.778115
2017-01-03 16:45:00,14.96,66.19,0.077,160.4,193.2,21523.40426
2017-01-03 17:00:00,14.915,65.22,0.074,123.69999999999999,154.45,22305.775075
2017-01-03 17:15:00,14.85,65.55,0.077,97.1,121.2,23850.45593
2017-01-03 17:30:00,14.73,66.52,0.074,68.03999999999999,86.94999999999999,26228.57143
2017-01-03 17:45:00,14.51,68.26,0.077,26.56,31.14,27213.37386
2017-01-03 18:00:00,14.23,70.23,0.0755,9.282,9.4085,27255.319145
2017-01-03 18:15:00,13.98,72.1,0.076,3.327,3.349,27257.14286
2017-01-03 18:30:00,13.655,73.35,0.0745,0.6115,0.638,27257.14286
2017-01-03 18:45:00,12.2,77.3,0.076,0.059,0.115,27184.19453
2017-01-03 19:00:00,11.69,78.6,0.076,0.0695,0.10200000000000001,27244.376900000003
2017-01-03 19:15:00,11.25,80.0,0.075,0.059,0.111,27257.14286
2017-01-03 19:30:00,11.02,80.85,0.075,0.062,0.1,27102.12766
2017-01-03 19:45:00,10.93,81.3,0.079,0.059,0.074,26855.92705
2017-01-03 20:00:00,10.54,81.5,0.0775,0.0715,0.091,26985.410335
2017-01-03 20:15:00,10.17,83.1,0.074,0.084,0.067,27253.49544
2017-01-03 20:30:00,9.82,83.4,0.0755,0.07350000000000001,0.10400000000000001,27165.95745
2017-01-03 20:45:00,9.71,84.2,0.075,0.062,0.096,27005.47112
2017-01-03 21:00:00,9.555,83.45,0.0735,0.046,0.0965,26855.92705
2017-01-03 21:15:00,9.33,83.7,0.076,0.066,0.067,26447.41641
2017-01-03 21:30:00,9.185,83.95,0.0735,0.056999999999999995,0.0925,26093.617019999998
2017-01-03 21:45:00,9.11,83.8,0.073,0.081,0.078,25407.90274
2017-01-03 22:00:00,9.035,83.85,0.0725,0.062,0.0985,24802.43161
2017-01-03 22:15:00,09.05,84.0,0.072,0.062,0.093,24058.35866
2017-01-03 22:30:00,8.895,83.75,0.074,0.056499999999999995,0.08149999999999999,23354.407295
2017-01-03 22:45:00,8.72,84.0,0.076,0.062,0.115,22581.15502
2017-01-03 23:00:00,8.515,84.65,0.075,0.0675,0.091,21346.50456
2017-01-03 23:15:00,8.6,84.4,0.074,0.048,0.104,20768.38906
2017-01-03 23:30:00,8.41,84.6,0.0765,0.0495,0.109,19989.665655
2017-01-03 23:45:00,8.5,84.7,0.073,0.077,0.059,19148.93617
2017-01-04 0:00:00,8.575,83.6,0.075,0.053,0.1075,18481.45897
2017-01-04 0:15:00,8.69,82.8,0.076,0.044,0.126,17803.03951
2017-01-04 0:30:00,8.565,82.15,0.0765,0.055,0.095,17213.981765
2017-01-04 0:45:00,8.17,82.7,0.075,0.062,0.111,16402.43161
2017-01-04 1:00:00,8.135000000000002,82.35,0.074,0.05499999999999999,0.0965,15738.601825
2017-01-04 1:15:00,8.15,82.2,0.076,0.077,0.074,15140.42553
2017-01-04 1:30:00,8.344999999999999,81.80000000000001,0.0755,0.0675,0.0875,14810.334350000001
2017-01-04 1:45:00,8.23,80.7,0.076,0.059,0.089,14378.1155
2017-01-04 2:00:00,8.085,81.2,0.075,0.0625,0.11699999999999999,14102.735560000001
2017-01-04 2:15:00,7.87,81.8,0.074,0.073,0.119,13987.84195
2017-01-04 2:30:00,7.905,81.8,0.0775,0.07350000000000001,0.10550000000000001,13765.349545000001
2017-01-04 2:45:00,7.88,81.6,0.077,0.077,0.13,13608.51064
2017-01-04 3:00:00,7.915,81.2,0.074,0.064,0.1,13488.145895
2017-01-04 3:15:00,7.84,80.5,0.073,0.059,0.134,13353.19149
2017-01-04 3:30:00,7.515000000000001,80.75,0.076,0.066,0.1205,13391.489365
2017-01-04 3:45:00,7.59,81.0,0.082,0.044,0.111,13404.25532
2017-01-04 4:00:00,7.2255,81.9,0.0885,0.084,0.11499999999999999,13282.066869999999
2017-01-04 4:15:00,6.683,83.5,0.086,0.04,0.082,13272.94833
2017-01-04 4:30:00,6.269,84.5,0.08499999999999999,0.058499999999999996,0.0965,13329.483285
2017-01-04 4:45:00,5.88,85.9,0.083,0.055,0.111,13272.94833
2017-01-04 5:00:00,5.9535,86.5,0.085,0.062,0.1095,13593.92097
2017-01-04 5:15:00,6.042,86.7,0.087,0.062,0.148,13725.22796
2017-01-04 5:30:00,5.9704999999999995,86.85,0.0845,0.0695,0.11149999999999999,14049.848025
2017-01-04 5:45:00,6.025,87.1,0.085,0.081,0.137,14666.2614
2017-01-04 6:00:00,5.8705,86.9,0.08499999999999999,0.07,0.10350000000000001,15350.151975
2017-01-04 6:15:00,5.488,87.1,0.087,0.029,0.134,15337.38602
2017-01-04 6:30:00,5.214,87.4,0.0825,0.058499999999999996,0.135,15563.525835
2017-01-04 6:45:00,5.291,88.3,0.09,0.033,0.13,15734.95441
2017-01-04 7:00:00,5.3785,87.75,0.087,0.0495,0.11649999999999999,15979.331310000001
2017-01-04 7:15:00,5.524,87.7,0.088,0.051,0.145,16117.93313
2017-01-04 7:30:00,5.4985,87.15,0.0905,0.07,0.1295,15756.838909999999
2017-01-04 7:45:00,5.336,86.7,0.089,0.11,0.119,15618.23708
2017-01-04 8:00:00,5.0745000000000005,87.05000000000001,0.0875,0.512,0.521,15842.553195
2017-01-04 8:15:00,5.099,87.4,0.084,2.906,2.804,16216.41337
2017-01-04 8:30:00,4.848,87.6,0.088,10.178,9.2815,16882.066865
2017-01-04 8:45:00,4.873,87.8,0.089,47.75,22.59,17638.90578
2017-01-04 9:00:00,4.9405,87.05000000000001,0.086,81.55,28.865000000000002,18284.498480000002
2017-01-04 9:15:00,5.065,86.6,0.088,118.0,34.1,18758.66261
2017-01-04 9:30:00,5.379,86.1,0.0885,158.0,35.58,19442.55319
2017-01-04 9:45:00,5.738,84.7,0.089,196.1,37.53,20429.17933
2017-01-04 10:00:00,6.1355,83.55,0.0905,234.3,39.255,20706.382975
2017-01-04 10:15:00,6.593,81.6,0.09,272.8,39.92,21202.43161
2017-01-04 10:30:00,7.076499999999999,81.2,0.0905,308.9,40.485,21406.68693
2017-01-04 10:45:00,7.54,81.0,0.091,343.3,39.4,21475.98784
